id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,Model,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,calving.thickness_calving.threshold,climate,fractures,frontal_melt,hydrology,ocean.models,prescribed_retreat_file,sliding_law,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent
44,407767.5279244325,seasonal_calving_id_1_1975_2025.nc,0.0001383945188414286,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002497179884412507,1.632835419685661,0.4177760488588208,2.3571485612242635,2.729477,3.2742236,0.84795094,0.014805311,8.03595,43.96093,-238.08769,53.29747,14.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
45,380083.0905849786,seasonal_calving_id_6_1975_2025.nc,0.00010551904830928591,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002553139743181909,1.6175287346833043,0.5569025603357255,2.6819945025019942,1.9810547,3.2668853,0.76399,0.016576577,6.586025,40.682297,-470.24155,290.15045,32.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
46,505085.4019860149,seasonal_calving_id_-1_1975_2025.nc,0.00014195615908650958,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030553408685232876,1.0140974779367242,0.6651201988270852,1.9373321141040019,2.2980404,3.3203108,0.61808074,0.016766148,7.641347,42.804253,-408.3857,292.15912,20.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
47,608232.3586812917,seasonal_calving_id_6_1975_2025.nc,7.592401484997201e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00035317279937604123,1.323100078636632,0.4512423834543884,1.9705831904567406,2.097098,3.2819324,0.75166655,0.015582391,5.809698,42.87345,-541.6129,465.97403,29.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
48,451815.3301698532,seasonal_calving_id_6_1975_2025.nc,0.00012263252080359463,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003072541008465039,1.1047241303116462,0.5070636164797118,2.527408069198184,2.214734,3.3353853,0.78259194,0.019876594,5.757274,40.47447,-330.19995,250.0483,44.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
49,435088.4489587486,seasonal_calving_id_5_1975_2025.nc,0.00011287809043297284,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003581282713536695,1.162625458874603,0.6383281276145344,2.3064824574847673,2.4147923,3.3031945,0.6346582,0.019287674,6.8592925,40.53394,-410.77945,247.95403,29.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
50,621092.1233191242,seasonal_calving_id_3_1975_2025.nc,0.00013094857823616545,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028384749676701657,1.6947810654824615,0.5296979715930835,1.4179920773221315,2.892239,3.333252,0.6431009,0.023884403,6.1440063,42.216194,-536.6201,351.15887,30.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
51,513213.58576994727,seasonal_calving_id_4_1975_2025.nc,7.784852522519797e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002588567460916967,1.5123113608516057,0.39533563099450175,1.1074590754235012,2.8599021,3.3247015,0.731322,0.014786019,7.271028,44.15025,-406.41446,223.29884,22.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
52,644252.7176136553,seasonal_calving_id_5_1975_2025.nc,8.644463053587255e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000335503417238763,1.0432625012759549,0.5709222213027824,1.993705790418734,2.898511,3.260166,0.65426123,0.018197423,9.296422,43.02403,-371.42676,219.36461,25.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
53,589734.1387580979,seasonal_calving_id_4_1975_2025.nc,8.715649196027898e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002882064452684868,1.3894134704821104,0.4857047773252092,1.2403589960333645,2.507645,3.2261858,0.71613634,0.02193065,8.152596,42.838123,-238.35233,383.58746,5.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
54,355231.7780219586,seasonal_calving_id_0_1975_2025.nc,0.00011411265001186113,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00034351058910340445,1.4962394696205357,0.6482393614771889,1.5945396339443436,2.9736884,3.34728,0.6564371,0.016474789,5.3925805,44.448627,-460.91135,237.36256,28.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
55,604382.3266404243,seasonal_calving_id_3_1975_2025.nc,0.00014550162713533992,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003104095851733245,1.003377041037359,0.457147938321812,2.7963631372780893,2.6098673,3.2181995,0.6314919,0.017949937,9.323015,42.71505,-193.10016,79.8311,21.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
56,440157.4443423221,seasonal_calving_id_0_1975_2025.nc,8.408458253412351e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028550903436659836,1.4382641597981478,0.6701810641995349,2.0059874233883597,2.2524936,3.3191574,0.76837486,0.021882096,5.5699883,40.222878,-388.20325,449.97342,12.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
57,549199.572638721,seasonal_calving_id_3_1975_2025.nc,0.0001271061717060933,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003027088962141196,1.240806617639297,0.33509500287660415,1.9061321625534506,2.6642632,3.3048024,0.6408698,0.018095205,6.0473113,40.19641,-403.24622,185.0343,14.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
58,510240.5817367477,seasonal_calving_id_6_1975_2025.nc,0.00012070036248618796,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.000263155221689081,1.3166753402582734,0.3389999558932507,1.6463772775201855,2.872218,3.3071568,0.63368374,0.01616189,5.6747723,44.163685,-399.10983,149.81972,11.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
59,632117.3991704523,seasonal_calving_id_2_1975_2025.nc,0.00010701097058201658,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003423068208136388,1.4981170575447385,0.6796924727881251,1.7934542125397375,2.9703994,3.301193,0.6914776,0.02909612,6.623781,43.07275,-298.02115,493.0259,49.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
60,465781.507951887,seasonal_calving_id_2_1975_2025.nc,9.295116636936575e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00025364756641022164,1.1989456651736203,0.5879971203952172,1.2201402363820486,2.2556527,3.3513672,0.7619804,0.023628721,7.0704474,41.677303,-438.49384,495.009,18.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
61,432732.19332888734,seasonal_calving_id_1_1975_2025.nc,0.00011919856627270626,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024156511104559303,1.0083262323643707,0.6410741409479577,1.8316599538911165,2.2448826,3.3347216,0.8735455,0.01901253,6.381069,43.7179,-364.16672,183.64502,9.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
62,387065.96256831137,seasonal_calving_id_3_1975_2025.nc,0.00012183827591796035,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00035713785354850276,1.225267273417433,0.40905709094141407,2.179201799546221,2.4582314,3.3136423,0.6751086,0.018638462,8.377978,40.361015,-323.71338,213.38301,44.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
63,542287.3289370917,seasonal_calving_id_4_1975_2025.nc,0.0001428984550027717,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003377351605441765,1.353865734520746,0.4916244388285761,2.6166374118820293,2.4714067,3.298022,0.735564,0.015912205,5.182811,41.89344,-526.5779,266.4183,28.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
64,462877.7868322239,seasonal_calving_id_6_1975_2025.nc,0.000135680191592134,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002444434598886948,1.3393994877103823,0.3676981736012317,1.5215367547792475,2.40912,3.3044522,0.5520637,0.020203134,5.107377,42.65191,-545.628,295.43927,46.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
65,452282.9971246383,seasonal_calving_id_1_1975_2025.nc,0.00010972009767220312,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00033381048865675864,1.1883448564415737,0.3718093709346291,1.3163578881559808,2.7715044,3.271869,0.7786271,0.02194327,8.886438,42.82104,-267.2961,349.42508,20.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
66,574516.0883406431,seasonal_calving_id_3_1975_2025.nc,8.176319239180294e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003255047247564598,1.5923871271568646,0.49968366525342994,1.4600567735774193,2.5958474,3.2047088,0.6347397,0.020709485,6.8511457,41.81412,-372.07764,319.35654,32.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
67,559523.0703224179,seasonal_calving_id_2_1975_2025.nc,0.00010407868041186795,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002789682039448993,1.6275970447389745,0.5369949805072235,2.6726862316693945,3.0831223,3.3172417,0.6973771,0.021546487,5.0421476,41.489323,-438.736,262.2818,25.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
68,580705.2688184844,seasonal_calving_id_4_1975_2025.nc,8.880378569609472e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002741986729397764,1.4223808995542118,0.42453665481543534,1.951504306887422,2.8331063,3.2991636,0.5651143,0.017893678,8.967991,41.876423,-442.17374,259.05746,21.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
69,497568.3308007909,seasonal_calving_id_5_1975_2025.nc,0.00010737333608973001,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00027136289732588545,1.380833723680616,0.520492115311078,1.7378202451671974,2.8261926,3.3106635,0.5619926,0.02551317,8.101139,40.75627,-392.98422,406.49786,25.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
70,518771.8635233069,seasonal_calving_id_6_1975_2025.nc,7.512172139601442e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002998405432686197,1.0754305452368698,0.4479977323082459,1.1863718034954267,2.0411563,3.2436466,0.67279047,0.015946697,6.8098297,43.11882,-432.58807,222.15762,21.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
71,547936.2420352744,seasonal_calving_id_-1_1975_2025.nc,0.00013981288957473515,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003333771724316007,1.3700266742743934,0.3635900886933828,2.1664461125502408,2.1891396,3.2743812,0.8050015,0.020109376,5.859025,40.06901,-409.5375,321.89975,9.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
72,495249.8676800094,seasonal_calving_id_3_1975_2025.nc,0.00011087530870166196,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000322169900526006,1.6539755812146613,0.4044524302959595,2.5789132052603474,2.4923015,3.3037143,0.6452765,0.019760648,7.595014,42.017456,-422.22784,311.9841,0.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
73,475419.12375944684,seasonal_calving_id_5_1975_2025.nc,0.00011488177847965845,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003276908032375828,1.2949197642784236,0.6455602004803562,2.0327052135366235,2.0279834,3.3086016,0.6619246,0.017051844,8.125106,41.37829,-311.33426,138.1649,4.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
74,372543.7157485334,seasonal_calving_id_5_1975_2025.nc,9.004649726997982e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003489100163500212,1.1795876882792518,0.3720252834183674,2.2796247390407,2.2141628,3.3476648,0.89354914,0.018873334,6.778761,42.415184,-384.9773,223.35918,38.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
75,444132.05993575585,seasonal_calving_id_5_1975_2025.nc,7.832337956983307e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00029201384904151937,1.312566282333538,0.45364788331512945,1.8746723787226474,2.427303,3.2852032,0.6562624,0.015999656,5.0514374,42.895164,-459.983,197.3395,37.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
76,491823.42194218957,seasonal_calving_id_-1_1975_2025.nc,8.39756438976937e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003173977427567545,1.035479975252195,0.550750925490715,2.460326622183006,2.7138221,3.2793512,0.7204987,0.02520311,7.066739,40.455288,-329.99234,444.22736,9.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
77,489684.07521263923,seasonal_calving_id_5_1975_2025.nc,0.0001449484735238099,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003415014473880508,1.5439344816371119,0.46176390135204,1.6958032818974211,1.7553748,3.372459,0.77752346,0.013171813,8.118524,42.295578,-556.3108,276.0191,6.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
78,422483.2290195482,seasonal_calving_id_1_1975_2025.nc,8.14373909219924e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000276980209341118,1.4036669716726915,0.43121143866985967,1.5831046946580374,2.4487584,3.2499888,0.9186587,0.014915836,6.2860208,43.109825,-310.55585,223.68701,8.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
79,527107.6868058103,seasonal_calving_id_2_1975_2025.nc,0.00010167646293061721,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00026129066518738473,1.5754586802432549,0.546372050969395,1.4826653780184234,2.7607048,3.3174527,0.69168186,0.019235602,10.843923,43.646687,-573.07666,713.3848,2.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
80,536705.9365582172,seasonal_calving_id_1_1975_2025.nc,9.33521721102284e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031210777632144495,1.641049324549389,0.40320318830865015,2.5960236774606664,2.976513,3.2921016,0.816215,0.017961089,6.239559,43.017757,-393.21103,436.1891,14.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
81,362349.70815480675,seasonal_calving_id_5_1975_2025.nc,9.956914154804459e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00026572652784534077,1.461061684493783,0.38053480472280854,1.5687201822313472,2.0474865,3.2872338,0.6460685,0.021303324,9.455385,43.146572,-339.08508,486.1415,40.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
82,562357.0732888089,seasonal_calving_id_1_1975_2025.nc,0.00014169831503479285,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002929108408294926,1.1148018365626107,0.5033994757077976,2.705121223304703,2.509982,3.3000238,0.6599476,0.02145322,7.6565766,40.7574,-276.30515,102.997406,22.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
83,375948.0671324868,seasonal_calving_id_-1_1975_2025.nc,0.00010058763414569551,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031911182214547433,1.2171162258741037,0.5666790898242435,2.254091932715571,2.2528617,3.3318238,0.6557979,0.014720808,10.026407,42.84417,-371.37082,270.16415,26.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
84,413254.68758583424,seasonal_calving_id_4_1975_2025.nc,7.6756505151283e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002618974306289407,1.582082369027301,0.3844713797209091,1.5262772566729574,2.4262645,3.3037837,0.7078746,0.016115226,10.062677,41.288254,-373.64435,206.32697,39.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
85,517746.4319329184,seasonal_calving_id_6_1975_2025.nc,0.0001275992526394093,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024577109417685153,1.5335237704025668,0.6226607735866729,2.753977826887173,2.5116746,3.2463295,0.565664,0.02247893,6.6978393,44.51039,-412.00073,414.46146,6.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
86,617246.8177480674,seasonal_calving_id_2_1975_2025.nc,8.935403061400349e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00026920986568139816,1.1450203350969366,0.5932025317546856,1.3700267896444942,2.361079,3.306648,0.7554919,0.013080441,8.809088,43.57658,-325.79053,46.537434,28.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
87,378668.9655064423,seasonal_calving_id_2_1975_2025.nc,0.00011659967267909317,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002953267355358533,1.2575511180348036,0.6173350823026515,1.1379147155310394,2.5824666,3.279424,0.8523042,0.013292796,5.4321933,43.32348,-376.5771,160.49254,36.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
88,391061.52019638073,seasonal_calving_id_4_1975_2025.nc,0.00014344088948184554,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002473441969350914,1.0958811927596146,0.6575759057288111,2.774245599428319,2.2850907,3.2885685,0.8876898,0.016559023,11.113538,41.305904,-169.43942,238.488,34.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
89,597759.156931443,seasonal_calving_id_3_1975_2025.nc,0.0001261507674905702,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024345310109918024,1.0680696415548872,0.6963873367677242,1.2861713801114647,2.598804,3.318129,0.82778525,0.0157851,5.9430304,43.47971,-344.54434,102.56387,21.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
