id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,calving.thickness_calving.threshold,climate,fractures,frontal_melt,hydrology,ocean.models,prescribed_retreat_file,sliding_law
53,443692.03634620406,seasonal_calving_id_1_1975_2025.nc,0.00010709182358826654,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024290407120103208,1.5931005265177292,0.328907079648799,2.1541031107820676,2.2845743,3.3565361,0.76715034,0.014905818,7.6301303,43.742172,-514.756,272.31094,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
54,586012.9166422237,seasonal_calving_id_1_1975_2025.nc,0.00011654757255195891,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00034922763968370674,1.5197062551311222,0.6821700652078246,2.3628832124141343,3.0526571,3.3571172,0.9330711,0.022908935,8.637395,41.88293,-349.39542,322.63043,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
55,633379.8236606478,seasonal_calving_id_2_1975_2025.nc,0.00010966898238517067,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00026827040840655595,1.4588148164683001,0.3790445041415381,1.6997019167288665,2.0388436,3.2944949,0.6916457,0.01918417,9.872545,42.06684,-337.3376,443.92224,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
56,440726.3072334776,seasonal_calving_id_2_1975_2025.nc,0.0001324026496849352,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002752071362228959,1.2230375179164843,0.6792390838324949,1.6414258140893168,2.4322872,3.289811,0.5924861,0.019122684,6.9399405,40.680115,-396.79132,264.018,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
57,500588.735436429,seasonal_calving_id_5_1975_2025.nc,0.00010340953722315734,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003187779300376207,1.2323709884001235,0.6707890551597682,1.8431227203236022,2.5279498,3.3470104,0.7430246,0.021519033,5.218762,42.952515,-458.81018,370.21115,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
58,371536.17088814586,seasonal_calving_id_4_1975_2025.nc,0.0001318657117831085,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030456445413366346,1.5966449396512137,0.6205458431722617,1.341503496837253,2.4448152,3.2714694,0.8156569,0.020107972,5.6172585,44.126564,-291.939,296.4292,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
59,645640.8619434952,seasonal_calving_id_0_1975_2025.nc,0.00014766172094805873,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002487073986424526,1.207729934545109,0.5213712580183884,1.5747613094397832,3.3152897,3.3750093,0.62537986,0.019501299,10.527282,44.199017,-361.35287,299.07513,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
60,559991.6455307845,seasonal_calving_id_1_1975_2025.nc,8.871545030345688e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031740368247086054,1.6729091873213873,0.6945075914859289,2.653766460407717,3.0356383,3.275767,0.75037044,0.015288933,5.9691653,43.59754,-418.62372,81.724915,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
61,420684.96001670964,seasonal_calving_id_5_1975_2025.nc,0.00011478469452251265,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028592722862040993,1.562396542016422,0.44682596187321233,1.7561602309575763,2.4525886,3.3652365,0.73502135,0.015154333,7.721436,42.16748,-510.98172,141.52496,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
62,406432.6253355225,seasonal_calving_id_3_1975_2025.nc,0.0001145895201372857,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003382579773770861,1.679723303192967,0.3408859006162592,1.2439416628760456,2.9798682,3.3235545,0.87051797,0.021922143,6.458846,40.786533,-183.34044,218.69617,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
63,636576.1561511438,seasonal_calving_id_2_1975_2025.nc,0.00011674441398065591,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00035358851220584995,1.0681669093813877,0.6745000147987938,2.7015030089845125,2.7425907,3.2928445,0.8455924,0.022713536,5.259526,42.54666,-278.11572,411.90845,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
64,556479.6342550559,seasonal_calving_id_3_1975_2025.nc,0.00013676425858107083,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00032118811708324,1.4333244912526792,0.5187950511475182,2.7759206028851913,2.7575119,3.298556,0.8752312,0.019396381,7.0889263,41.487152,-337.05035,350.00278,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
65,373090.28135777445,seasonal_calving_id_4_1975_2025.nc,0.0001387504522315437,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003424252205458636,1.1528431039560325,0.4826730356911386,2.029340399421292,2.7632587,3.337401,0.7465953,0.018238423,12.312624,44.464554,-286.8821,210.63844,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
66,425079.40835141076,seasonal_calving_id_5_1975_2025.nc,0.00013570331190377737,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002933234129257775,1.4184060293864587,0.6896161437686135,2.4423916805070127,2.024599,3.3440936,0.7592115,0.017290188,5.9069605,43.254257,-549.4789,350.57455,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
67,486433.1649247103,seasonal_calving_id_1_1975_2025.nc,9.227721565278881e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028481695546726257,1.2435963399459544,0.4037681283357365,2.7870327514793134,2.9112184,3.3375401,0.8255963,0.024451453,5.348892,40.922344,-308.84354,325.2746,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
68,510697.9029621779,seasonal_calving_id_0_1975_2025.nc,0.00013853308313051537,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.000329231712579675,1.0908155249142581,0.5471179212662728,2.0651379231708162,2.4937696,3.242812,0.8225236,0.016761959,8.380523,42.6718,-380.11047,441.42432,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
69,617254.6204190794,seasonal_calving_id_5_1975_2025.nc,0.00013375666439495237,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024501063466185436,1.2828870325977455,0.6868063787745202,2.3548972042971537,2.7375534,3.3309228,0.8542762,0.02273837,5.3448606,43.354042,-454.24078,584.14606,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
70,635810.2833134569,seasonal_calving_id_1_1975_2025.nc,0.00013798249209361502,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002865780770458679,1.5324758364024977,0.344632383176404,2.1940663357057577,2.7205813,3.2237935,0.5832379,0.017974488,9.612411,42.226418,-271.34958,88.34037,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
71,575607.9499781539,seasonal_calving_id_5_1975_2025.nc,7.513569563958147e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00032772929276071,1.0633509834239234,0.5821793065489418,1.497292539503959,2.4382706,3.3737059,0.8430946,0.014873203,8.767912,44.754036,-310.8487,130.82904,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
72,494710.0715368759,seasonal_calving_id_5_1975_2025.nc,0.0001053387450788389,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028998649900827014,1.31088342672232,0.5664423346328589,2.491974405753724,2.595273,3.3526483,0.7767389,0.024836343,7.1467915,43.931557,-444.76013,769.1202,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
73,526967.7053146998,seasonal_calving_id_3_1975_2025.nc,0.00011123794639811816,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003316997088317482,1.0180911575033493,0.6859061913789757,1.4176526333494663,2.1151557,3.3068242,0.89607346,0.018684624,5.5633817,42.217556,-340.65118,247.19856,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
74,416053.4748992385,seasonal_calving_id_4_1975_2025.nc,8.959705530772333e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003136945738747999,1.0871710678002195,0.426682131702932,2.280797301030717,3.1152687,3.2139788,0.65924174,0.02150841,6.3627567,43.648266,-360.65292,272.90842,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
75,581274.958561508,seasonal_calving_id_3_1975_2025.nc,0.00010499694596432163,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028048260423936197,1.4438332625862924,0.5326626562286364,2.5416316493723317,2.4941201,3.260764,0.66095585,0.016789041,6.7021503,40.829823,-485.35254,135.42587,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
76,473237.9621603824,seasonal_calving_id_0_1975_2025.nc,7.833591811490536e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00026762308101513165,1.4545108028766278,0.4582447396981319,2.6849152942674297,2.3980815,3.2949502,0.85593075,0.019775141,5.6729,43.377758,-408.8618,304.14944,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
77,514751.0375929029,seasonal_calving_id_1_1975_2025.nc,9.158641111243931e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000257526333864626,1.341235143255337,0.41788499629944165,1.771396033342537,2.7599452,3.3125901,0.71319085,0.026500309,7.4545774,40.82034,-295.41437,531.66345,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
78,532190.8280714462,seasonal_calving_id_5_1975_2025.nc,7.938796412803108e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002644956105905444,1.6409036929654022,0.5316384421192494,1.3673305225433188,2.7695363,3.3925974,0.79044765,0.022519855,6.090604,40.386593,-378.55823,405.4611,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
79,608623.1100218112,seasonal_calving_id_0_1975_2025.nc,8.578148001133688e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000320776358621069,1.1105056704450056,0.3623795745217452,2.115596426415773,2.6139538,3.248515,0.79342306,0.0188771,5.6738143,44.073334,-415.64108,371.41742,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
80,374093.25261137297,seasonal_calving_id_5_1975_2025.nc,0.0001201952971117197,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00027152726543434495,1.624160546782619,0.33733008601003966,1.3886231195081495,2.9814098,3.2811475,0.66903746,0.019909807,7.612877,42.96046,-422.25647,391.2185,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
81,601186.1875670919,seasonal_calving_id_2_1975_2025.nc,0.00012430231132036105,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002696633861438582,1.1079137053924182,0.6034769651916969,1.9642054221982446,2.9760025,3.2995453,0.6117536,0.024084395,6.5468507,41.893234,-361.2274,259.93768,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
82,445803.1876024166,seasonal_calving_id_3_1975_2025.nc,0.00013287263038238046,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00034515900395040315,1.22040414733405,0.5818916298822777,1.2731701692808237,2.8955932,3.3003013,0.76534456,0.01996094,10.531185,44.034096,-324.89713,324.88422,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
83,482788.65968716715,seasonal_calving_id_4_1975_2025.nc,0.00010651061803698034,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003242713070480174,1.0267257021258578,0.33850696239693806,2.4654625890103556,2.3668964,3.3225882,0.6773408,0.022417033,9.180906,40.08763,-488.48697,732.7732,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
84,565023.4839308173,seasonal_calving_id_4_1975_2025.nc,0.00012202650407589504,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003387315538522293,1.0951998413120436,0.6972215146898415,1.4884760623256474,2.9575047,3.3476255,0.75323117,0.020856554,10.733917,44.13639,-226.6326,190.46191,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
85,359175.5188124981,seasonal_calving_id_3_1975_2025.nc,8.280250763974942e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00025720082348036427,1.3157420162358515,0.39418864898330896,1.9210694722350627,2.2284176,3.3390796,0.67330825,0.016052695,8.7932205,43.345093,-470.8727,357.0678,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
86,368487.46414005,seasonal_calving_id_3_1975_2025.nc,0.00010994698201191255,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00025132977093537555,1.0222395327555733,0.4084925684502303,1.8673859300860491,2.9317012,3.2445614,0.788587,0.023392625,6.6876416,41.84219,-227.7438,390.67773,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
87,415562.64743674576,seasonal_calving_id_5_1975_2025.nc,0.0001449194552479462,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024825808311659814,1.4068035528425153,0.4884351980447599,2.2063022890301145,3.1089578,3.275535,0.5508002,0.020813277,11.615229,42.404037,-205.67445,72.32448,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
88,629401.0126898409,seasonal_calving_id_6_1975_2025.nc,9.954848923005025e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031234421526135116,1.264374782185497,0.3259891170520026,2.450256723591046,2.243416,3.3507845,0.8350201,0.017450867,6.6123915,41.287567,-382.52148,132.2957,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
89,554426.2902869359,seasonal_calving_id_4_1975_2025.nc,0.0001427966922990591,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00034649692673279755,1.169051960417109,0.5684313170076319,2.6253260693854905,2.416298,3.3101478,0.7521091,0.019228479,5.200524,41.55933,-453.3337,480.27435,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
90,596514.0720414808,seasonal_calving_id_4_1975_2025.nc,0.00013151179262678268,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002943479044077372,1.6678555337099206,0.588236947483516,1.2513764631090738,2.7657402,3.3400805,0.78342855,0.016391955,9.8292055,44.742447,-312.12753,33.0433,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
91,418422.5333631886,seasonal_calving_id_0_1975_2025.nc,8.144533138909254e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003405549897198623,1.5441944187418035,0.46585784811210595,1.8992912134727669,2.703142,3.3484468,0.8158287,0.02162334,6.0114064,43.089825,-351.86862,297.93103,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
92,530116.0000121183,seasonal_calving_id_1_1975_2025.nc,0.00013019854560629196,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00034825967546150185,1.5359664511436795,0.5221143395918908,1.9264782799719247,2.029892,3.2183275,0.6848784,0.015627123,7.36226,41.51343,-387.2764,168.3684,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
93,518830.3183579318,seasonal_calving_id_1_1975_2025.nc,0.00012985854838334815,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028714226505456494,1.3863396300197488,0.5353787760918842,1.2586185028513937,2.4070215,3.2970097,0.5546378,0.015515534,5.989851,43.4578,-607.9021,288.09967,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
94,468366.9176566162,seasonal_calving_id_3_1975_2025.nc,0.0001119276796476364,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002553599278677777,1.6327572300972713,0.4563955000376571,2.128065531889188,2.8290653,3.3258913,0.64632386,0.027615793,6.0538287,43.161137,-332.00867,330.83636,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
95,590445.8511495574,seasonal_calving_id_4_1975_2025.nc,8.969521405674897e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00025983956107984897,1.173333306526539,0.32200762189405635,1.3173798280942408,2.011109,3.3156145,0.7240281,0.017864184,8.246444,40.464447,-312.5713,194.21143,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
96,367094.8812365949,seasonal_calving_id_6_1975_2025.nc,8.754008414135287e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003298164704397945,1.589224918556344,0.6689984821002888,2.4200999549767443,2.5156202,3.2435577,0.78949934,0.026495935,5.551563,43.300835,-345.14777,563.23175,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
97,414339.0196866484,seasonal_calving_id_5_1975_2025.nc,8.013373517357887e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00025177722166923436,1.3364740415672967,0.5602750907695799,1.2886677835569247,2.6841393,3.2796798,0.80883074,0.018203346,6.2694287,43.553276,-357.8315,140.05266,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
98,593523.8242941936,seasonal_calving_id_6_1975_2025.nc,0.00013728117437506224,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00031677148256070546,1.2884235068214167,0.5112758144458814,1.1596184681435795,2.4945397,3.32544,0.7155172,0.01555853,9.178974,43.660534,-363.76218,148.49791,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
99,436502.3989917609,seasonal_calving_id_1_1975_2025.nc,0.00010448319178420594,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003226885969357456,1.212825218203998,0.605753540701597,2.2877230294149165,2.728102,3.2775326,0.76101565,0.018946566,7.824211,41.44967,-275.6594,301.4832,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
100,361039.03494382824,seasonal_calving_id_1_1975_2025.nc,0.0001287416817836187,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002596206317868338,1.6530577580591241,0.6222235044246587,1.79964998404302,3.3349917,3.291335,0.6272762,0.023483237,8.935002,43.50924,-315.2542,383.65137,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
101,463605.1081031938,seasonal_calving_id_6_1975_2025.nc,0.00011832290244285518,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00027437647172550285,1.12547872403376,0.6495249895123767,1.9927372637942957,2.376408,3.3474665,0.8873571,0.020941634,5.5290728,42.84891,-245.7093,240.65822,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
102,453129.05810697447,seasonal_calving_id_4_1975_2025.nc,0.0001224138023444057,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003054949679953238,1.349511269780704,0.6190066594100414,1.6661631446823981,3.4351528,3.315924,0.6619491,0.018399896,8.6042185,43.42349,-378.8804,143.94107,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
103,352658.5208426881,seasonal_calving_id_0_1975_2025.nc,9.937241130626252e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002800359044499716,1.3681749566943502,0.5585090064577132,1.1276086057278625,2.5843608,3.3492694,0.7898352,0.017510762,7.2114196,42.852345,-349.53934,230.24844,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
104,420158.72532909614,seasonal_calving_id_3_1975_2025.nc,0.00010731076130817933,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030503783442631854,1.4106482173914874,0.5760566638868108,1.5124262892850129,2.1242092,3.3273969,0.84157014,0.015008347,5.890634,44.579548,-408.24445,189.02168,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
105,439589.0515649783,seasonal_calving_id_2_1975_2025.nc,7.545532559305646e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003321202217259995,1.403427482456348,0.3836326278313028,1.7717378505498342,1.896861,3.2831268,0.69031155,0.01564626,8.835007,40.96238,-402.12115,100.1901,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
106,465005.2913061976,seasonal_calving_id_5_1975_2025.nc,0.00011956593826834531,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002910225946189282,1.3294233623990337,0.6342337532646267,2.43150909030104,2.2107208,3.3200152,0.78855854,0.01666139,10.652109,43.50626,-294.7555,335.9158,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
107,382570.3317007066,seasonal_calving_id_1_1975_2025.nc,0.0001405658060060797,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002984099419998164,1.3658322410326,0.5164473266109731,2.7130014921087415,2.3680346,3.3715355,0.795168,0.0127554415,9.2110195,44.146435,-394.96838,60.6716,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
