id,calving.vonmises_calving.sigma_max,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,prescribed_retreat_file,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max
203,437974.5971121374,0.00010456342293294953,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.000320328181184866,1.0372643262951198,0.5337582932506562,1.2180454416086859,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4100752,3.3546505,0.8336266,0.01828909,5.2139378,40.72452,-431.92758,255.98172
204,304453.9101351113,9.458123379892891e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003089069457788761,1.5940477558709114,0.7072127797500922,1.172801540968196,,2.8262916,3.280541,0.87455285,0.020194195,7.6641474,44.275272,-245.02846,189.06694
205,615958.4643599445,9.802506257442677e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00032827981563169587,1.2990421197615354,0.5898678608613535,1.7733342917557557,,2.506719,3.3735895,0.75450206,0.017545905,6.542115,43.21049,-621.9099,278.0674
206,459837.1701025963,0.00010879431215371198,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00028327960392927806,1.1587447318028123,0.44977658136386756,1.6837925448250983,pism_g450m_frontretreat_calfin_1972_2019.nc,2.3182094,3.2742026,0.58303404,0.017200759,6.461947,44.495857,-476.34543,185.3251
207,427276.3134640764,0.00014182094152220053,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00027092732377923017,1.038065194659409,0.4426028596370062,1.223642680849494,pism_g450m_frontretreat_calfin_1972_2019.nc,2.708161,3.3198483,0.8261451,0.018151743,9.177175,43.15704,-261.8166,263.39865
208,459163.9888314475,0.00011013703652225724,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00032485457453080283,1.097253603701226,0.5441132755254316,1.6783608511484114,pism_g450m_frontretreat_calfin_1972_2019.nc,2.941097,3.3034184,0.7000839,0.024842838,7.530756,42.799267,-303.46252,585.6062
209,502913.0766207664,0.00010675796472519106,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00030447867332570363,1.6096827275851533,0.3783758957079207,1.58888617492609,,2.1514437,3.3080366,0.785159,0.015043507,8.080501,42.298283,-331.65738,199.87279
210,411222.491160313,0.00011619228119514523,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00027108081109725933,1.1011170211479513,0.7058810714715067,1.7062849428732383,,2.9123383,3.3117964,0.7629576,0.020663157,6.314068,41.231483,-393.93268,351.80695
211,766095.2878325894,9.730909277091362e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00029197933906249633,1.682244128646727,0.5437628198694968,1.1536687631563611,pism_g450m_frontretreat_calfin_1972_2019.nc,3.1550639,3.343423,0.6153124,0.01969498,7.6917925,43.08797,-368.092,159.69772
212,374327.7692992611,0.00011380159267401633,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002693638754568726,1.41932805510955,0.5357363774951414,1.4381239610657817,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5357726,3.2680404,0.77732205,0.01599471,5.7004604,44.398743,-350.18854,70.4276
213,669396.9217853432,0.0001387898737749455,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0002780484530628842,1.6559009809703036,0.30877955934486745,1.2614683192000111,,2.782522,3.324269,0.66156286,0.026065687,7.187418,41.170612,-344.28864,367.2104
214,363998.01280398807,8.26954918138885e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003225287759604204,1.1752168046090972,0.7914932889133655,1.4313295756899498,,1.4275546,3.3275335,0.83149946,0.01640133,5.1618767,41.522102,-432.90707,295.30148
215,797464.2999220489,0.00014966892040621285,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002873682580602054,1.6024385997776578,0.7261464463049307,1.2733058116994032,,2.8800569,3.298592,0.5433963,0.020983059,8.900244,44.313095,-468.40744,396.63184
216,712722.8442569369,9.268247160433983e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003593999165360989,1.210362190539276,0.4614069239271996,1.3060518171610571,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4951525,3.3216724,0.82554376,0.018990899,5.33393,44.29521,-297.86325,159.16963
217,508780.2292298135,0.0001015652704830983,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002723477672652913,1.330985807070876,0.4664684801461335,1.540596844157188,,3.1732202,3.3088906,0.80029833,0.020112958,9.890916,42.467182,-410.08688,314.39996
218,765513.9040248286,0.00010084914988992989,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00031629341877347053,1.616860234048604,0.755354706358322,1.7798753519609813,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6068132,3.3034663,0.6413948,0.016438846,8.836695,44.6225,-432.75552,236.57088
219,657286.353696675,0.00012042676106685822,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.000252191741065226,1.0837293575658928,0.7018379895118563,1.4524011495470024,pism_g450m_frontretreat_calfin_1972_2019.nc,2.617258,3.3146453,0.86262304,0.019189289,6.6075883,43.27711,-304.1345,203.96243
220,434174.6760876023,0.00010341396381141919,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00024052666940821893,1.6965956967747227,0.4059662914390837,1.671522063258398,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6180396,3.274773,0.80988765,0.020234447,9.096885,41.73826,-324.39865,600.9916
221,390139.3819031233,0.00013281616679777507,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00028833851858415795,1.0465686979805109,0.6865972368535721,1.4662354857887556,pism_g450m_frontretreat_calfin_1972_2019.nc,2.915736,3.3257537,0.6768499,0.02120785,6.5919013,41.792027,-403.4277,397.8955
222,326416.32201113354,0.00011048190718071668,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00025262117164783653,1.5174027915508153,0.5764224399267196,1.767144111932743,,2.509982,3.3000238,0.6599476,0.02145322,7.6565766,40.7574,-276.30515,102.997406
223,618194.6839572132,9.361784183072193e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003321161072678549,1.475445338929843,0.8373106508324393,1.1280651501694419,pism_g450m_frontretreat_calfin_1972_2019.nc,2.0404167,3.3160105,0.72270197,0.013487905,6.7254906,44.800102,-314.3549,85.968666
224,699950.9998465722,8.202623194659383e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003060200130304607,1.6059168642585429,0.3517472998499898,1.6787899232260033,,2.597336,3.338637,0.6495442,0.017129716,9.960751,42.207813,-486.5843,226.67665
225,790671.0959552573,9.999675312679638e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003459683743354413,1.4997989981637696,0.6519337484100436,1.1207490348008604,pism_g450m_frontretreat_calfin_1972_2019.nc,2.3234768,3.2675164,0.63595176,0.019988952,7.4669147,41.066807,-336.53574,161.65536
226,601347.0905490121,7.6376186449404e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00027026025879744737,1.5776776739944518,0.5713411040488898,1.3872789806037975,,2.5535235,3.2883656,0.8637551,0.01596601,8.006879,42.28519,-452.20453,229.42484
227,384448.65851648245,0.0001178462104226281,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00029058661164135666,1.0761959935834708,0.8184118012220363,1.174189662226321,pism_g450m_frontretreat_calfin_1972_2019.nc,2.9482913,3.3240745,0.7965374,0.022834228,5.86151,41.61981,-207.28407,260.64487
228,514316.7949055211,0.00010004657190462466,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002690848457682583,1.3445348666999495,0.39563187411818235,1.1531981133833347,,2.602314,3.298199,0.81819856,0.016864806,8.887,44.297436,-315.6679,125.30381
229,496494.09459147125,0.00014082705112579026,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00029040763548153275,1.1560098861277455,0.36776914690051254,1.7310810403501233,,2.8095808,3.3228557,0.73902255,0.026746038,5.667349,41.72337,-354.26993,503.91403
230,367090.9639612571,0.00013900803533251383,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026129234098453503,1.0949307086942397,0.7747498293209235,1.23779974947573,pism_g450m_frontretreat_calfin_1972_2019.nc,2.443376,3.2618787,0.6612381,0.01537746,12.563494,42.82778,-213.64038,85.71495
231,603580.1953951903,0.00011567156868911126,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0002514499446286136,1.3469792077158116,0.6095849905103573,1.4107102775380762,pism_g450m_frontretreat_calfin_1972_2019.nc,2.2244916,3.3169706,0.6534149,0.016227562,10.232512,43.833233,-539.8787,433.29
232,621462.5272428434,0.0001271533701885245,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.000295659354772875,1.1692813258870896,0.7353659650820192,1.1617547778536943,,2.618255,3.339352,0.87908506,0.02305535,6.185132,43.64367,-226.19057,246.42055
233,763991.9440722319,0.00012313492927617573,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002821342119136238,1.4848607233790547,0.7407777204351575,1.4504881206535762,,2.5655644,3.2333148,0.57118756,0.015446977,10.349258,42.970028,-363.25323,191.11029
234,683333.9868198556,0.00012545840550494235,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00029652822605872404,1.3104803478689102,0.5491757692562701,1.688448631713575,pism_g450m_frontretreat_calfin_1972_2019.nc,2.642386,3.3453143,0.7926102,0.018893551,8.247604,42.502563,-384.43555,182.55005
235,617965.8118719503,0.00013800378539195746,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00034176911379305887,1.4726392379036835,0.5464202306789983,1.2797474198152914,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5885005,3.2822692,0.66352123,0.015152887,6.4240675,42.0926,-578.6804,161.69682
236,495833.7671345968,0.00010898078301583475,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00027388313445316013,1.296546865539479,0.5687306875927001,1.1917433634977284,,2.469266,3.331444,0.5770739,0.0231392,6.564318,44.071484,-785.78723,884.8795
237,681048.1713692837,0.00014562920493163252,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003306606731942547,1.6400144033063229,0.7821693235483176,1.3580923787012045,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7754624,3.3101323,0.7483141,0.01813688,5.577172,44.71674,-495.58603,362.40903
238,787449.325980732,0.00010505997561236424,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025511927363872897,1.5634588193617742,0.49331868745045104,1.5275604270878795,pism_g450m_frontretreat_calfin_1972_2019.nc,2.2561312,3.1550558,0.70842046,0.015515668,13.095075,44.84087,-195.93597,303.35022
239,686588.4868972127,9.681331946843944e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00033487690334178507,1.5490096054074636,0.4369982895943034,1.7265855226860336,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4125805,3.367906,0.894184,0.02059926,5.9717216,44.60275,-572.86835,691.0433
240,482650.41712028056,0.0001302252349812535,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00032942324374918785,1.2201276341077378,0.5939439966443515,1.6188489263784687,pism_g450m_frontretreat_calfin_1972_2019.nc,3.0914874,3.317075,0.8025558,0.023181757,7.7461715,41.604828,-254.99374,159.81325
241,762436.0687694855,0.0001210727945444054,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003275029291156639,1.6411112523152533,0.6285943851857444,1.178141419422539,,2.2190533,3.28667,0.78145623,0.016355691,8.961017,42.436256,-336.23416,196.6567
242,723451.5765321532,0.00010523992445591731,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002447731165286303,1.588893698304335,0.6327318635867705,1.4242127284409656,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5235035,3.371534,0.9260223,0.015139246,6.625782,44.36047,-566.1841,399.18326
243,343688.3631495319,0.00013660000990238117,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00025520789456378895,1.1109454091647692,0.6938142757323412,1.52082622860251,pism_g450m_frontretreat_calfin_1972_2019.nc,3.1307747,3.324849,0.77952623,0.019977694,10.167121,40.964912,-280.89108,204.02965
244,504693.55564346584,0.00014927418970305775,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00024011234121425898,1.387926540487784,0.7863045985810907,1.35002046459273,,2.6725216,3.2479625,0.7740443,0.015966969,6.7161593,42.507523,-340.2758,238.38979
245,512178.4874590048,0.00013456259947471704,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003481312631306206,1.0510139906793394,0.7307853533931155,1.7593087749611844,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4616032,3.308114,0.6112552,0.016283417,6.2479386,43.30009,-521.4965,209.73444
246,749760.4758394919,7.660393624158466e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003500342132741017,1.0159741586676734,0.6910135290690702,1.7082921140169849,pism_g450m_frontretreat_calfin_1972_2019.nc,2.406331,3.3351107,0.741956,0.019284906,5.6125894,42.028214,-372.1069,397.70984
247,305177.79466510256,9.597270516747016e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026794481690896684,1.4750985999756234,0.6896015829174231,1.2356834003665726,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7325943,3.3420212,0.8782078,0.016972993,7.6769543,43.615513,-366.47678,161.29106
248,486413.84096443304,0.00012846869049583297,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00033812439189968613,1.6444620347846954,0.32930956605413886,1.4086022709393127,pism_g450m_frontretreat_calfin_1972_2019.nc,2.196721,3.332785,0.8040118,0.014782608,7.275669,40.52528,-442.82803,25.366096
249,722864.2296205238,0.0001392529823594576,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003177097245745733,1.4891570384490016,0.5227993257627569,1.7209314898686623,,1.9640477,3.2498407,0.6974224,0.015073549,5.6884274,42.338818,-412.84824,124.163475
250,633273.8017208688,7.822274202651259e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003545716171072026,1.4704422317326364,0.5299294631448604,1.6505505813446457,pism_g450m_frontretreat_calfin_1972_2019.nc,3.0930994,3.3298798,0.90252644,0.020580716,12.839976,44.074497,-291.65878,176.18842
251,644877.708237177,0.00014140418508698147,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002749786390399359,1.0313415225370066,0.6592415694995257,1.7954754437584646,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8127623,3.2723699,0.59134436,0.02206984,10.394097,42.12635,-344.30243,241.87799
252,389098.95794144226,9.847795158250948e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003297301836736222,1.5696902590527138,0.5680446532629125,1.5844805075867903,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7218149,3.308562,0.6722906,0.01767352,8.646376,41.35139,-368.3911,176.99124
253,354896.36652291525,0.00010515109169677265,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002648077596260706,1.3368387156219974,0.7982065970146164,1.7886321241529406,pism_g450m_frontretreat_calfin_1972_2019.nc,2.2910783,3.2515683,0.85962963,0.018675135,5.525247,43.04356,-344.95285,397.3024
254,728653.2556225223,9.178996912425173e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00031902856912305143,1.1971174629839538,0.4774051194869917,1.6052489350012107,,2.790892,3.3548658,0.7849713,0.0146736335,6.407812,43.682816,-553.1249,150.1109
255,431419.06245897454,0.00013834967011743202,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003487754119638009,1.6732998710316702,0.5220168695013074,1.323278935266867,,3.0241463,3.247899,0.8560704,0.024266591,8.126271,40.637806,-346.7286,497.9871
256,344253.711690733,0.0001277395348321636,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003542748863763635,1.1302919928446813,0.7080644101394195,1.6957618175340583,pism_g450m_frontretreat_calfin_1972_2019.nc,2.1052463,3.3211503,0.53504175,0.01923305,14.550417,42.27628,-472.60077,652.6026
257,658209.0082841289,0.00012207705575946888,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002745825058698538,1.6663409115295118,0.4336269314335901,1.7128081705320268,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5642757,3.334339,0.82834584,0.01386394,7.2916594,43.958984,-355.10147,40.398075
258,706177.4421964884,0.00012963518224301946,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035724350059362133,1.2711738055853785,0.5318787091291055,1.6650827605753913,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6672335,3.3376226,0.67506963,0.021114966,6.5212994,41.452328,-378.8377,293.93732
259,675876.5661293352,8.987709572385317e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028079628575157506,1.181457580224288,0.4410468208127295,1.2484433086692204,pism_g450m_frontretreat_calfin_1972_2019.nc,2.574617,3.3237128,0.81766796,0.02126251,10.33062,41.96137,-247.38373,378.23267
260,670572.5689617929,7.69408283520891e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025560065241633085,1.3632430325892169,0.5026945261214593,1.5062315970921127,,2.9189005,3.2917087,0.7494101,0.025110977,7.3865347,42.818695,-322.1689,461.63312
261,338442.51813585643,0.00012172625874612615,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00028809452813292414,1.579282626321795,0.506054836705518,1.1892243874744586,,3.2085369,3.3212466,0.6957619,0.024547463,6.591027,41.321163,-359.65884,447.52924
262,670948.7566668441,9.954555622562228e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003068941591435887,1.3151683036820248,0.7289498913681791,1.3739065055408786,,2.911858,3.2784345,0.7946681,0.017894562,6.52613,42.491337,-352.64297,209.64336
263,469156.52167836484,0.00012700277452553556,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.000304587239046119,1.2266773664911794,0.421552357542141,1.381189038090378,,2.4575477,3.2891726,0.8512768,0.014072035,8.380636,42.145973,-301.4706,211.48816
264,593700.7364638632,0.0001415953589341037,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003470885655266051,1.4285352604665265,0.5425056218222323,1.682830717061605,,2.387668,3.2982757,0.7303801,0.024062745,9.512719,42.82728,-146.74747,588.5615
265,499325.48462586815,0.00014682150079883962,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00034115926245401897,1.6224825914907801,0.4803130332747628,1.4164402731428374,,2.2098079,3.2266314,0.6399671,0.016654043,6.2849727,40.72612,-363.30057,235.42027
266,372977.45644365705,0.00014595784633192934,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002907577731573189,1.4557325019193228,0.382211258991564,1.3507150788077051,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5539558,3.3070261,0.8137614,0.018740268,9.406038,40.309216,-298.33694,258.06912
267,613983.3271521756,8.362855937361541e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003400519477319555,1.6460923229808468,0.4992762462881516,1.6402629969582918,,2.1198037,3.256955,0.75908077,0.013371427,5.9806848,42.468933,-410.87332,240.95801
268,645285.9296877983,0.00014513468080393118,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002583687374237388,1.6542853010844751,0.6571249536146972,1.2883364572173024,pism_g450m_frontretreat_calfin_1972_2019.nc,2.061762,3.3882344,0.7138968,0.019510629,7.887663,44.582535,-706.928,694.53485
269,684392.3719588625,7.676722377995047e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002831597119942138,1.5334135912594244,0.6426378862414277,1.6485633556196417,pism_g450m_frontretreat_calfin_1972_2019.nc,2.1873116,3.332278,0.70365304,0.015712515,6.5956497,41.035854,-446.16962,155.63399
270,342202.18172649737,0.00012828823558064557,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00033257413165491275,1.6743113643277732,0.5564868872244887,1.371123643414082,,2.8288713,3.3152537,0.6517404,0.014560413,6.2205167,44.90578,-451.11554,110.08903
271,457599.4234090826,7.815642861467622e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025722194217821085,1.1503371668961564,0.45321080367141175,1.7903623636236692,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8347142,3.2847035,0.73602414,0.01968612,8.718905,41.873604,-218.32535,276.11777
272,428399.74770145596,0.00010131094628788361,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00029800266728197925,1.5343616574816634,0.44774046758764496,1.3976144463563767,,2.4856377,3.3153737,0.66380394,0.018369598,5.837542,42.330433,-517.35046,216.15572
273,796360.7062831378,0.00013325701091449697,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003586912848452528,1.2731388028776771,0.6253337920430503,1.4874233733454563,pism_g450m_frontretreat_calfin_1972_2019.nc,3.124773,3.3238208,0.75018936,0.025274392,6.0019293,40.72516,-303.86166,513.1596
274,634896.561700427,8.263625007468149e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00027146041966303306,1.5856966807291664,0.3233361926393436,1.5374338044077105,pism_g450m_frontretreat_calfin_1972_2019.nc,3.2185228,3.3085454,0.56208384,0.02542628,6.5884466,42.304104,-310.5488,112.21593
275,763194.0914915157,0.00011479793782901305,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00024606583330969556,1.5788935188645563,0.4126736550704354,1.1054713179791351,,2.9504254,3.3066742,0.72651297,0.025011877,7.243463,42.654007,-331.0117,581.98206
276,794581.6220821242,0.0001359142438699975,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00024242967990457053,1.5755026972933974,0.6152523505467276,1.276271800191237,,2.9491785,3.2994375,0.81128055,0.01615612,5.5994287,42.756714,-359.2312,280.89847
277,582978.8387268927,0.00013222759034286764,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00025955920980295883,1.5923742457272614,0.6673748296811248,1.376808398685128,,2.892814,3.280269,0.7261314,0.022610735,9.88127,44.74884,-197.00232,384.492
